Target,Text
3,"First of all I'd like to say this- I respect Paul, I think he was a good actor and had a nice personality. The thing is, I did not see ALL the F&F movies, but this movie was terrible. Of course some will agree and some will not, but except for a few nice landscape shots- I did not like this movie one bit. I did not see anything new, nothing completely different from the other movies that made me say ''wow, this truly is a great movie, unlike anything I've ever seen before''. The fighting scenes were no different than some older and other action movies I've seen, the story wasn't new at all compared to the other F&F movies and other action movies... This movie actually felt like a cliché movie to me. Every single cliché of every action movie- was there. The ending was obvious, the story wasn't a bit new, this movie didn't feel new or worth watching in any way. If you're a F&F movie, you'll probably enjoy this. The reason I gave this movie 3/10 is because of the soundtrack by Wiz Khalifa, the nice landscape shots throughout the movie and the cast (Dwayne, Diesel, Paul and Michelle)."
3,"""Hahahahahaha!"" That's what I kept saying throughout this intellectually insulting and predicable movie. This movie came from the brain child of an 11 year old! Wow! They actually far exceeded my expectations of the ridiculousness I knew would ensue while going into this movie and all the typical phrases and clichés are present. It has the heart of Sharknado injected into the fabric of the F&F universe. I have seen all of the F&F movies. Furious 7, however, took the franchise to whole new level of preposterous.The whole Furious crew is after this guy Deckard Shaw (Jason Statham) because he killed the snack eating Japanese guy, Han. But in order to get to him they have to team up with Mr. Nobody (Kurt Russell) who is after some sci-fi tech called the God's Eye that was created by this hacker, Ramsey (Nathalie Emmanuel), whom some private terrorist group have captured. This computer chip has the ability to see every camera, hear every microphone, ATM, computer, in the world to instantly locate anyone on the planet. For some unspoken political reasons all US agencies have been ruled out to find Ramsey and the chip, which is why, of course, they need Dom and his team. If the Furious gang steals the tech then Mr. Nobody will let them use it to find Shaw. Of course the government affords them tricked out cars to go find this special chip. A 4x4 '69 Dodge Charger is the first thing that comes to my mind when I need to chase bad guys. Does Dom always have to drive a '69 Charger? He drives like 4 of them in this movie! One of the many things that do not make sense in this plot is whenever they are after this chip, Shaw conveniently shows up as well, I guess, to get the computer chip too or he is chasing the 7 crew? We never know much about Shaw or where he is throughout the movie; he just magically appears whenever it is convenient for him to be in the plot. This happens more than once. But isn't the reason they are after the chip is in order to get Shaw? So why don't they stop chasing after this chip and everyone direct their energies at Shaw while he is there? No, they want to get away from him first, get the tech they need, to ultimately put themselves back in the same situation they were in when he showed up unexpectedly to then exact revenge. And if he is actually chasing the F&F gang (w/o sounding too logical :/ ) then why not just wait for him to show up instead of risking their lives for some computer chip? The final showdown of this movie is too long to go into here as there would be too much to write. Basically it is one unbelievable piece of action after another. One highlight was when Hobbs (Dwayne Johnson) is in the hospital and flexes his broken arm in a cast to break it off. WHAT!? Later when he crashes the EMT truck over the bridge at the exact moment the drone is flying under to blow it up was when I seriously lost it and broke out in laughter! There should be a category for movies that are hilarious when they aren't meant to be. And just think, the first movie portrayed everyone (except for Paul Walker's character who was trained F.B.I.) as common street racing thieves in L.A. to this movie where they are now practically trained operative spies taking down mercenaries and chased by missile launching drones. Each subsequent movie becomes more out of touch with reality than the previous. But this one outdid the last and I wonder what was the director James Wan thinking when he approved of all this? What will the next one be named, ""Fast and Furious 8 in Space""? With all of that said, it was still entertaining to watch, like bubble gum for the mind. Even if there is no sensible plot it is still watchable for the laughs almost like Naked Gun (1988) or Airplane (1980). That is kind of sad considering they really can't make a spoof version of this franchise because it is already woven into the films. The characters do not need much development since we know who they are already, which allows for more time to focus on crazy stunts and absurd action. The cars are quite cool, though the focus is no longer on the cars or racing, but more on revenge, espionage, and heist and some short side-show soap opera scenes.The very end was somewhat redeeming to this wacky flick and actually the best part of the whole movie; it kind of got to me. I felt they did an enduring send off for Paul Walker and his character, though it really didn't seem to fit with the rest of the movie. They created a smooth double entendre monologue to say goodbye to Brian the character while actually meaning goodbye, Paul. The top view shot of them in their cars riding side by side to then see them split on different paths was moving and fit perfectly with their friendship, passion for cars, and his exit from the series.However good the end was, 5 minutes does not outweigh 2 hours. You cannot legitimately give this movie a 10 because of that. I think Paul Walker would have been shaking his head left and right and sinking further in seat if he were at the premiere. ""Sorry Paul"" is what the end should have said for making his last movie so bad.3/10. 2 stars for action and entertainment. 1 star for Paul Walker tribute."
3,"I was surprised by the fact this film is so inept , randomly plotted, hastily put together , indifferently acted and clumsily directed (James Wan directed this?). I consider my self a fan of Big budget brainless action pop corn films , however this is nothing but a series of ""money shots"" , (the skyscraper jump, the airplane jump, the bus dangling over the cliff) thinly glued with the flimsiest excuse of a plot about a shadowy bad guy , a lady ""hacker"" (another throw away character), and a government agent. Ultimately we come away none the wiser, save for the knowledge that Dom would rather lay on a beach drinking corona with his buddies and ""family"" (ha! family values!) than fight his evil adversaries and save the civilized world from terrorists. But that's what he does and what he is going to keep doing in the inevitable sequels. And it's a pity to see Kurt Russell in this wreck, but even by Jason Statham standards, this film sets a new low. It all ultimately adds to this: The audience will flock to see on the big screen the over the top Hi-tech Hi-Def Hijinks promised in the preview trailer , no matter if the audience's intelligence will be grossly insulted by the producers of this pile of crap. A worrisome conclusion for the current state of cinematic affairs."
3,"Everything is so predictable in this movie. I was never a big fan of the Fast and Furious franchise but the more sequels they roll out the worse they get. There are scenes where everything falls apart around a character and after 5 minutes of buildings crumbling and debris falling all over, he gets up and has almost no scratch or bruise. If I go for 10 minutes trough a dense forest I get out of there with more cuts and bruises then the guys from this movie.For every fight scene the characters uses brand new cars. It's like they have a warehouse full of cars and they can replace them just as fast as they trash. If I start to think about it, the amount of cars that have been crashed would value more then these guys could earn in a life time.All in all, the action was predictable and kinda unrealistic but the cars are awesome!"
3,"As someone mentioned before, definitely the worst movie in the series. However, three things look promising: direction and two (maybe three or four) actors who know acting (Dwayne Johnson and Jason Statham; maybe Michelle Rodriguez for a moment and Kurt Russell). Others are there just to say their lines (Diesel) with absolutely flat facial expression or to smile stupidly (late Walker) and basically just to smash as many expensive cars as possible and destroy basically everything in their way with no consequences. Oh, yes: there are many ""deep philosophical"" thoughts about family, brotherhood and other cheap crap. It's not even fun any more. Reminds me of Mission impossible in a worst possible way. Well, you've probably watched first 6 sequels and you'll go for the seventh (as I did). Go then, but be warned: this movie should have not happened. Poor cars."
3,"Overly dramatic and the scenes were all over the place.I wont say it was the worst film of the franchise because that will forever go to Tokyo Drift (thank god the Tokyo cast was only in the movie for two minutes) but it really was not very good. At a certain point of the movie I was like ""maybe it's not good because Paul died and they had to film"" but no Paul was alive and well during 3/4 of the filming so the movie was just not good, period.However, that ending got me. What a beautiful ending, I got goosebumps when Paul pulled up next to Vin's car and said ""you don't think you were going to leave without saying goodbye"" with a huge grin on his face, just beautiful. It's so sad that we lost Paul and to be honest I thought they were going to kill him off in the film so I was waiting for that but when I realized they didn't I was actually relieved and touched that they chose to give him a beautiful end instead of something that would open wounds that have not fully healed among fans, friends and family.Now my question is, will Mia and the two kids be in the next movie? I doubt it since they have been fazing her out in the past two, with her only having at most fifteen minutes during the film. Han and Gisele are gone as well (sigh so sad, they were my favorites). I hope they don't bring back the Tokyo cast cause they are horrid and well Djimon was plain olé unnecessary to me so the ultimate question is... Where do we go from here?"
3,"this movie is not a good movie and a huge let down and this is why, toretto vs shaw fight is a huge disappointment and a huge let down. shaw couldn't hit anything instead he is getting a huge beating by toretto. the ending of this movie is also disappointing. toretto and his crew ended up fighting jakande who is the secondary villain and not shaw who is the main villain.i hate both vin diesel and james wan. vin diesel is a huge asshole and james wan is a dumbass idiotic director. this movie doesn't make any sense in fact this movie gives me a bad headache. if you think that this 2 hour and 17 minutes action movie is good, than you are wasting your time watching it. it almost gave me a headache to try and make sense of the plot while stifling through countless flaws in the movie. This is a pretty darn bland movie with some poor editing and super cheesy and poorly executed action sequences. Mainly because of the camera execution, it was just lame from start to finish. The acting is pretty bad and seems like regular civilians with shaved heads, some muscle and a beard participated. Or guys that just look slick or a bit geeky played these roles. I like watching movies where it's survival of the fittest, but this movie was boring. I have seen much better from amateur youtube videos and much entertaining as well. Vin Diesel for most the time, looked like he didn't know what he was doing. The movie is about two hours and seventeen minutes and they try to milk every second of it. Because apparently movies have to be at least 2 hour and 17 minutes or close to it. Sure this can play a part in the story, but not when it's constantly shown over and over again. This is a action movie, but just about all of the action in this movie is downright stupid and doesn't make any sense. The story seems like something someone can come up with in like an hour by just sitting and writing. Even the interactions between characters was so bad, cliché and boring. Just pass on this one, it's a waste of time. I give this movie a 3 because they seem to have tried really hard to make a cool, stylish quasi video game style movie."
3,This was supposed to be a franchise where car racing or car chase based action was supposed to take centre stage! Cars parachuting down on to the highway?? Come on!! I would rather see A-Team where they shoot ammo from the tank to guide it mid air. This movie seemed more like a spin off from Mission Impossible: Ghost Protocol!! And as the movie progressed it was less about Statham finishing his younger brother's fight and more about generic geeky mumbo jumbo stuff. It would have been awesome if the whole movie was a cat and mouse game between Statham and Diesel. The chemistry between Paul Walker and Diesel was almost non-existent may be be because Paul(may his soul be at peace) passed away before those scenes were shot. And I may be the very few who feel this way but the tribute to Paul Walker was not THAT impressive. Very clichéd. And I am going to watch Eight Below to remember the good sensitive Actor that Paul was. I hope the series ends with this movie. And please let James Bond or Ethan Hunt take over such plots.
3,"Spoilers ahead... Just... REALLY? The action don't make sense, the writing is awful, the acting is a disgrace and well cars jumping through buildings, people surviving a fall of hundreds of meters inside a car that's rolling down a cliff, people getting from one car to another thought the windows while the two cars spin around one another in the middle of a drone persecution, a person that breaks his arm cast only with the pressure that his muscle provides, and why do you take a tech to track people through the internet with you to every single mission, it function through the INTERNET!!. Well I know is an action movie and you can always take a few licenses, but really?"
3,"BREAKING NEWS: Killer clowns are back! But this time they're not pranksters mimicking Pennywise to scare the sh*t out of people for viral memes; they're ""incels"" threatening to gun down everyone who chooses to take their date to this dour, depressing, demented movie.If this Joker were the one featured in Nolan's marvelously entertaining Dark Knight, I doubt any of your skinny lonely drugged-up psychos would be rushing to hail this guy as his hero and inspiration.Ledger's Joker is brilliant, manipulaitve, and consumed with an infectious, and sometimes charming, confidence. Phoenix's Joker is dumb, depressing, and insecure. Ledger makes things happen. Things happen to Phoenix. The Joker controls events in Dark Knight. Events spiral out of control in Joker.There is no fun in this movie, no great action set pieces, no hint of hope or optimism. It's a two hour slog of watching a miserable man drive himself insane until he starts murdering people. Then seemingly everyone goes insane because ""they've had enough!""Change the name of this movie to Arthur, eliminate the very few references to the Batman universe, and I doubt you'd think this was an origin story to the Joker we all know and love. Maybe this Joker is the closest to what the Joker would resemble in the real world...which is perhaps why this movie is so awful. Who wants that movie?There are plenty of good character-driven films of mentally disturbed individuals who spiral out of control. There are plenty of good dark gritty super hero movies. This is neither of them."
3,"I was expecting a masterpiece and oscar worthy film from all the hype.
I actually didn't enjoy watching this movie.
there was no message, it was slow and the joker turned out just to be the son of a schizophrenic and went crazy over a slight amount of bullying. I don't see how anyone could relate to this character and the laughing is lame acting way overdone.
I'm just stunned that this has a 9/10 rating right now, how the hell?"
3,"This was such a disappointment! It was dragging on. And I was waiting for things to explode. I don't get the hype. Everybody is calling this a 'masterpiece', but nobody can tell me why it was such a masterpiece. If it was a movie about how a society creates a killer, then it was done very poorly. To me, it felt just like a large number of scenes without a real story."
3,"Absolute disappointment. I believed the hype like a fool. No person that actually saw it told me it was a good movie, just the stupid reviews. It's so cringe, with nothing actually happening except Phoenix smoking and dancing around. There is no action, no substance, no humor. Everything is so cringe and overacted.
I suppose if you like those independent movies at TIFF or Cannes this is something for you. If you actually wanna be entertained and see The Joker from the DC, this is not it.
Best description is millennial joker. Society is mean to him, nobody gives him anything so he cries and complains about it to get attention. When none is given, he starts killing."
3,"Joker is basically the lite edition or postmodern version of Fight Club or the Scorsese films it lifts from. It's interesting to see how easily words like masterpiece and groundbreaking are being used for this, and that is the one joke that this movie successfully pulls off. It's just a whole lot of self-seriousness and posturing and is essentially hollow. It pretends to say a lot but ends up saying very little or nothing at all, not about the character nor about the society he's part of.It is also 'Joker' only in name and has very little to do with the super-villain. I'm all for a different interpretation and even an origin story for the joker but this movie fails to recognise or capture his spirit. Even 'Proto-Joker' doesn't quite do it justice, and I can think of a dozen more suitable titles e.g. Arthur, The Untalented Mr. Fleck, Smoker, Poser etc. Infact he's more akin to a less dangerous but also mentally unstable villain like Ratcatcher or Calendar Man though just with a clown theme, and is not even close to embodying the joker's extreme form of nihilism. It's not that it has to be a comic-book accurate portrayal, that would be irrelevant if it was genuinely a good movie. But far from being a masterpiece , it doesn't quite manage even that. It fails not just as an inaccurate portrayal of the Joker's spirit or essence, but also as a film about a person going over the edge.The weakest aspect of the movie for me is the poor to average direction. The movie lacks any of the subtlety and nuance that I was hoping for and what unfolds is not as much character development as it is things happening to Arthur. A good example of the poor writing and direction is the very Trump-like and one-dimensional Thomas Wayne character. This first became obvious during a scene in which some people happened to know the entire lyrics to a clown song. In a movie that otherwise tries very hard to be realistic that felt very unnecessary and took me out of the experience and it felt very contrived and predictable after that. It takes too many obvious liberties and plot conveniences to move the story forward in an unnatural and unrefined way, and ultimately felt like they tried to disguise the poor writing and direction with a dark and gritty atmosphere instead of those elements complementing each other.The only reason to watch this movie is Phoenix's performance, which while not groundbreaking is good enough to earn an awards nomination or two. I wouldn't put it in the same league as Heath Ledger's portrayal but they were two very different roles and characters. Ledger made his joker seem effortless while one can really see the strain and work Phoenix puts in. To put it simply, Ledger made it seem natural and didn't look like he was acting while with Phoenix you really know that he is, even to the extent that it may seem like overacting at times. Perhaps owing to the more physical nature of this version of whoever this character is supposed to be, that's not necessarily a criticism.Overall an average film at best that pretends to be a lot more. I don't see this one ageing well or being remembered decades later the way Fight Club or the Scorsese movies it's ""inspired"" by, or CBM's like Dark Knight or Logan or even Tim Burton's Batman, are remembered today."
3,"I do agree that Joaquin's performance was great, very well done and not an easy part to pull off. That however, was the only good part of the film. Movie was dark as I expected, but so much SLOW dialog it was putting me to sleep. Parts of the movie were VERY predictable, though a couple (literally two) of surprises that were good but didn't out weigh a very slow moving poorly laid out story. I say skip this one and wait for it to hit the other subscription services, I'd ask for my money back but I did stay till the end."
3,"""Joker"" is nor a ""masterpiece"" nor is it ""flawless"" as this board boasts. It's mirely a decent origin, albeit heavy-handed as sin, with choppy flow, poor directing decisions at moments, and part brilliant part wildly overacting on Phoenix's part. The heavy handed nature of mental illness is not written well... It highlghts many different illnesses with none of which feeling whole or handled with much, if any, sense of understanding. Sprinkle in are a few light-hearted moments to remind you that ""hey, he's still funny at times""... But with the strained mental illness angle it's difficult to laugh at these moments without a bit on introspection of what it is and who it is you're laughing at. The real ""danger"" this movie poses is that it's another Hollywood blunder with mental health and its handling... Which does way more harm than good.There is no great existential pandering, ss some are saying... ""it's deep"", ""my feels"", ""It's not a superhero movie it's a character study"", regardless of what anyone wants to categorize it as.. I'll consider it a generous 3."
3,"Somehow the darkest and most serious movies get the highest ratings. People say that this movie is so thrilling and that Joaquin Phoenix deserves an Oscar but at the end of the day, it wasn't entertainment. There were so many evil moments and dark scenes but what's so good about that?This movie was almost like instructions on how to be a psycho. They flipped the usual idea and boundaries of good and evil for the audience to feel sorry for the bad guy. People seem to think this is a good thing. It's bad!The point of a movie is to entertain audiences and this movie just made me feel depressed and miserable. I'll have to watch a movie where the hero is clear and the villain is clear so I can actually be entertained. The fundemental and successful formula for a film."
3,I sat through this slowwwwww movie and would gladly have left half way into it. Its a boring movie until the last 5 minutes... overhyped as usual....the violence must have been cut out of the version i seen as i think i have seen more gore in a disney movie
3,It's just that boring. really can't understand what the hype is all about??!
3,"I didnt really know much about this movie. I hadnt seen any trailers for it or anything but i decided to give it a go while i was stoned with my mate Steve. we actually got tickets for a different movie but couldnt find our screen so we ended up in the screen showing The Joker. It wasnt til about 45 minutes in that I realised this movie is no good. I couldnt understand a lot of what certain actors were saying it was really mumbled and low quality. The story is so confusing its hard to keep track of who's who. There's a lot of scenes where literally nothing happens except for people talking or walking down corridors. I whispered to my mate Steve about an hour in to see if he thought it was as bad as i did, but he had fallen asleep.The good thing about the movie is the acting. the geezer who plays the joker is very good at it. Also there is a few very funny scenes near the end but other than that this movie is overly long, too complex, not enough action, and poor directing."
3,This movie is poorly done as to how it tells the story. It is a dark movie showing the problem of mental illness
3,"I just didn't get the hype about this movie. And why are we entertaining such violent movies. It wasn't nearly as good as I expected it to be. No doubt the acting was good, but apart from that there's no story. It's dark depressing movie, about a guy who's dealing with bipolar disorder and killing everyone around him, including his Mother. What kind of negative message is it passing on to the society."
3,"I gave 3 stars only because of the spectacular acting, the writing and story get a 0 from me as it doesn't follow any of the hints of joker's origin from other films and shows, so I was displeased to find they made and entire new storyline. I was also annoyed that the Wayne's deaths were included in a new situation as well, almost as if Joker indirectly created batman. Simply I was unhappy with the story they put on the bug screen having been a DC fan my whole life."
3,I realy dont know those Masterpiece reviews its a realy boring movie whit nothing special a about it. Heath ledger its not realy happy in the grave about this movie
3,"After seeing the billboard signs all around the London Underground and learning that the critics has approved of the film in their masses, I was very much looking forward to what appeared to be a very different and almost arthouse interpretation of the Joker.Before I tell you what I think of the film, I want to go into what I believe the Joker to be and the interpretation of him based on the comic books. Firstly as per the source material, the Joker is not actually insane but rather what one psychiatrist in the comics describes as being 'supersane'. He sees the irony in the world and the way that it works. Like the Comedian in the Alan Moore comic book 'The Watchmen' (which at one time was going to use the Joker before settling on the Comedian character), he treats the world as 'one big joke'. The Joker does not like to conform or like to follow rules and regulations. In the comic books the Joker is a failed comedian who is driven over the edge after a series of tragedies and then snaps out at the world. This is by no way saying that his actions are ever justified. On the contrary he is evil, ruthless, daring, sadistic and twisted. But not conforming to societies rules and norms makes him far more intelligent and innovative.With that said, I was somewhat dissapointed in the way that the Joker was portrayed in this new movie. Yes, Joaquin Pheonix is a great actor who deserves recognition for his performance here, though I would stop short to suggest that it is an Oscar worthy performance. But the fact that his character of Arthur Fleck is compromised from the start with both psychological issues and a laughing condition, which makes him laugh uncontrollably when he is nervous or anxious, dumbs down the origins story. One does subsequently feel pity for Arthur throughout the film from seeing him get mobbed by kids on the street, being refused psychological treatment due to funding cuts, being treated terribly by his work colleagues and boss, having to look after his elderly mother, the issue of unrequited love with his neighbour, his subsequent humiliation at the hands of Robert De Niro's character and learning about his mother's past, which leads to the bloody and brutal finale. Ultimately, Arthur's transformation to the Joker is due to the brutality and harshness of society and the way it treats those who are different. Whether this is through its lack of caring for the the sick, the elderly, the mentally challenged or even the physically disabled. The fact that he shows some sympathy to the dwarf character, also strongly suggests that this Joker is not actually evil. This is the complete antithesis of what the Joker is. Infact, I really don't see this interpretation of the Joker successfully standing off against Batman. As a result the film left me somewhat dissapointed. Part of this was also because the script was very poorly written.The redeeming part of the film is the ending, which combined with several earlier flashback scenes makes you wonder whether the events in the film even took place or were just a figment of Arthur's imagination, very similar to the ending of Sergio Leone's 'Once Upon a Time in America', which suggests that Robert De Niro's character may have dreamed up all the events of the movie. After all the joker does state in the comic book 'The Killing Joke' that if he prefers to have a past, he would rather it be multiple choice, so this is a valid hypothesis. Which leaves us to ponder whether this film should be considered as Cannon to the Batman universe or not. I myself prefer that it was not considered to be cannon and an glad that it is a standalone film.The film is inspired of numerous films throughout the decades, which includes the Kings of Comedy, Clockwork Orange, Taxi Driver, Falling Down, Only God Forgives and Drive. However, I personally don't think it has the intelligence or effectiveness of Falling Down or indeed the panache of another film that I recently saw from Indian cinema, which I would highly recommend to readers, called Wajood starring the brilliant Nana Patekar. For me the Joker could have been a better film as a standalone study of mental illness, without the Batman Franchise being associated with it."
3,"Performance of Joaquin Phoenix aside the overall movie is way too overhyped. It is way too slow and repetitive in the first half, the setbacks haven't been shown dramatic and dire enough to justify his eventual behavior. The laugh is not vicious and more importantly out of place in most sequences. Finally it is not clear how and why he was able to mobilize all the anarchists in the entire Gotham."
3,"This movie is a shallow look at mental disorders, and somehow is 2 hours but moves in no direction and drops you back to the beginning. Do not waste your money, go see Hustlers."
3,"Worst movie I've ever seen in my life, the only good part was when Joker shot RobertDinero in the face.
Unless you really really overboard into performing arts (not including acting, because they all sucked)
The only actor that was good in the entire movie was the social worker and the Arkham records administrator😃😄😂🤣🤣 🤡👺"
3,"There is no reason for this movie to have been made. I went because of all the ecstatic reviews. Two hours of relentless blood spilling and gory murders. Giving the Joker this horrific backstory does nothing to enhance the Batman nemesis story. Joaquin Phoenix gives a silly, over-the-top performance. Robert De Nero is the only reason I gave this trash 3 stars. He enhances, but cannot save, this terrible movie."
3,"These reviews claiming this movie to be a ""masterpiece"" etc etc, are absolutely ridiculous. You know the story before you walk in. Much of what happens you predict well in advance. Rather than entertain the audience, it relies on you being fascinated by the antics of a psychotic nutcase whilst trying to convince you that he is somehow heroic."
3,"Cannot understand why this movie gets high score. The content is so bad, gloomy and unreasonable. It is exaggerated too much. How can a mad guy who kill 03 men become a symbol for a mad society??? How can rich men always badly treat or make difficulty to poor guy??? Any reason for a mad crowd tries to protest a senator who is just only standing as a candidate for President position???
Three stars for the good performance of main character."
3,Ive only seen a few batman movies so i decided to go watch joker and since joaquin was the leading actor i thought it would be decent. i was impressed with the movie completely from the narrative to the soundtrack to the ending. and acting from joaquin was phenomenal deserves a OSCAR hands down!!! best performance ive seen in years since decaprio and the revenant. its so good im going next weeknd and watch it again...i havent done that since well ive never done that before. 10/10 movie i couldnt find a flaw in his acting role
3,"Total flat storyline not a single peak moment, nothing new, nothing amazing, nothing entertaining except the acting. Just a man crying about his existence. We have seen this story a thousand times in thousand different movies also multiple times in batman too. We know that joker struggled a lot in his personal life as a common man, dull story ruined the character. I see people saying a lot good about it maybe just because they can't betray their joker but I like joker for his madness not his crying or sick attitude in his personal life."
3,"Despite an extraordinary performance from Phoenix, the film itself is a sub-par experience. It's Taxi Driver lite, from someone who has seen the far superior film and completely failed to grasp its meaning."
3,"If you know bugger all about racing and don't care about an avalanche of Hollywood cliches, I'm sure you will love this. It's beautiful, Bale and Damon are wonderful as always, the sound it wonderful and there are more than one funny scene that made me laugh.However, if you are interested in racing and Le Mans, you will find this toe curling. First of all because of all the cliches are just standing in line for the full length of the movie. Most of all the ever-present protagonist-driver-changes-gear-and-reveals-that-he-hadn't-floored-the-accelerator-until-now stupidity. In fact they repeat this once every five minutes. And of course the drivers' ability to look over at other drivers for seconds at a time while they sit in a race car that does 974 km/h! Oh and of course the Hollywood cliche that never fails: Le Mans drivers that drive like it's stock car racing. Slamming into each other, going off the road intentionally, spinning and crashing out in epic fireballs ... they are all there in their vomit inducing glory. There's the totally unrealistic racing environment, handling of the race cars, driver and pit crew behaviour, a totally unbelievable person gallery and a farcical historical depiction. And of course there is the oh-so-evil suit and tie wearing villains and the oh-so-good heroes, which we are supposed to believe actually existed.Sigh! I felt absolutely nothing for any of the people at the end. Neither for the good guys nor the bad. If you are a racing fan, don't go watch this garbage."
3,"Matt Damon and Christian Bale both gave terrific performances, but I felt like the movie was lacking something throughout. In a movie about trying to build the world's fastest car they never show anyone actually build a car. It sets up a problem and then cuts immediately to the solution. I also feel like the ending is 20 minutes too long."
3,"Okay, where do I begin ? I personally think the movie is bad, I mean really bad. That was torture."
3,"It's not easy to make car racing look interesting on film, as shots of cars going around corners and faceless drivers shifting gears start to feel pretty repetitive. Though the many scenes of fast driving do add some adrenaline, the film has to rely on a dramatic arc that hinges on the possibility of building a fast car and getting the right driver. Unfortunately this dilemma advances all too predictably, and features static characters in cookie-cutter relationships that feature no real tension and no development whatsoever. The characters are drawn well enough to elicit a few laughs at unexpected juxtapositions, but mostly they just go through the motions, and we literally hear the same overblown lines at the end of the film as we do at the beginning, as though the film wanted to remind viewers that nothing actually happens in between. Some nice period touches and decent turns by some supporting actors working with limited material demonstrate that the filmmakers were at least trying, but the flat relationships and tepid dialog keep things moving at a snooze. Maybe watch it on an airplane if there's nothing better?"
3,"I've never taken Christian Bale for a great actor. His appeal is for people who enjoy some kind of technical perfection and fake authenticity over substance. His performance should keep rubes occupied, thinking they have witnessed something genuine, an example of what acting is supposed to be.Moving on to the story. Naturally, much of this didn't happen. The pitting of big corporatist Ford Motors against Miles the humble car racer was all made up and I guessed it while watching the film - they just put these cliches in knowing that millions of not so bright members of the public will never get tired how many thousands of times they have experienced these tropes. Anything to get people punching their fists in the air and rooting for their hero. Read the facts of the Miles story if you care at all.The only real recommendable parts of the film and the reason I bothered seeing it, were the racing scenes which are thrilling. The rest, acting, plot are still somewhere on the starting line."
3,"I give this film three stars only because it wasn't my type of movie - I am certain folks who are into racing and action films will truly enjoy it. I saw it because it got nominated for multiple Oscars, and because a friend of mine assured me I would like it. Unfortunately, the combination of my lack of interest in the subject matter coupled with the rah-rah Go America message (at the expense of the Italians, naturally) was a bit too much. I do love Christian Bale and Matt Damon as actors, and the technological prowess on display was impressive (sound, editing, CGI, etc.), so I am still glad I saw it. I also appreciated the fact that it was based on a true story and that the Ford Motor Company and the characters involved came across realistically as the less-than-admirable individuals they were."
3,"I kind of, sort of, walked out of this movie. Not because it was terrible or anything but I just didn't care about the characters. The movie also wasn't very ""cinematic"" although I'm not entirely sure what I mean by that. Now, I am not interested in racing but if you compare this movie to Rush, a movie I waited to see because I wasn't interested in the subject matter, it's night and day. I really enjoyed Rush. It exceeded my expectations by far. This movie was not very good.The thing that bothered me most was Bale's performance and it might be the worst I've ever seen him do, although that's a pretty high bar. He plays a caricature of someone, not an actual character. And he ruins it for me because the whole family dynamic is awkward. There's 0 chemistry and it doesn't seem real in the least. I couldn't take him or the movie seriously. The scene when his wife is swerving all over the road and yelling at him was weird and out of nowhere. The son barely says a word.The movie is way too long. Every scene seemed to be the same after two hours. Let's have more shots of Matt Damon's character standing in front of the sun. Let's start every scene out with some classic guitar playing for nostalgia's sake to get you excited. The only good scene was when Bale's character talks about the perfect lap, that's it."
3,"Disappointed ! Matt Damon might be a good actor but the script he was given is a dud. Childish arguments repeating throughout remind me of the 1968 Elvis movie Speedway more than a story depicting greats like Carol Shelby and Henry Ford 2. Having said that is is structured so that once you are sitting there watching you want to see the outcome, even though you know how it ends. There must have been 20 minutes wasted looking at the side of Christian Bales head while driving, with a competitor in the background moving back and forward in an unrealistic manner. The Butterworth boys would have done well to actually go to a race track and watch at least one car race. How many minutes watching a foot on a brake pedal and accelarator do we need to waste ? Surprisingly one of my friends has been to this movie 4 times, but he is a car guy, not a movie buff. It will appeal to Donald Trump voters I suspect."
3,"I don't recommend it. The drama was all about unconvincing excuses for depicting violence. Dramatic scenes and loud sounds does not in itself constitute good cinema. I had the thought that watching the move was like watching paint dry, but loudly.Techincally it was well done but there is no real story there, just famous names (both the actors and the characters depicted)."
3,"This movie might have been better titled ""The Ken Miles Bio"" for the almost complete absence of point to point competition between the two car marques. Hollywood has yet to make an excellent racing movie but this one isn't even in the top ten. I gave it a three for excellence in period features such as technology, classic cars and the like. The secondary actors were better than the primaries. Don't waste your money."
4,"While the ending to Furious 7 was executed extremely well, the same cannot be said for the rest of the movie. The acting fell flat and it was nothing more than a two and a half hour long soap opera that has started since the franchise stopped racing cars. The loves scenes became ridiculous and the car action increased in more B.S. than Congress. The movie recycled every cliché in the book. The fighting actions that involved Deckard Shaw (Jason Statham) was welcoming. Jason was Deckard during those moments and he played the part well. All the random moments where he would show meant you knew it was about to go down. When he appears, action is none stop between Domini Toretto (Vin Diesel) and Deckard Shaw, with the fighting between the two intensify with every encounter.Furious 7 has an incredible tribute to a man that was loved by many and he deserved nothing less. But that alone cannot make this movie be worthy of anything higher than a 7."
